Date,Ventilators - Total Capacity,Ventilators in Use - Total,Ventilators in Use - COVID-19,Ventilators in Use - COVID-19 Patients,Ventilators in Use - COVID-19 PUI,Ventilators in Use - Non-COVID-19,Ventilators Available - Total,Ventilators Available - Hospital,Ventilators Available - EAMC Cache,Ventilator Surge Capacity,ICU Beds - Total Capacity,ICU Beds - Adult,ICU Beds - Pediatric,ICU Beds in Use - Total,ICU Beds in Use - COVID-19,ICU Beds in Use - COVID-19 Patients,ICU Beds in Use - COVID-19 PUI,ICU Beds in Use - Non-COVID-19,ICU Beds Available - Total,ICU Beds Available - Adult,ICU Beds Available - Pediatric,ICU Beds Surge Capacity - Adult,ICU Beds Surge Capacity - Pediatric,Acute Non-ICE Beds - Total Capacity,Acute Non-ICU Beds in Use - Total,Acute Non-ICU Beds in Use - COVID-19,Acute Non-ICU Beds in Use - COVID-19 Patients,Acute Non-ICU Beds in Use - COVID-19 PUI,Acute Non-ICU Beds in Use- Non-COVID-19,Acute Non-ICU Beds Available - Total,Combined Hospital Beds in Use - COVID-19,Daily Update PDF
04/03/2021,"1,974",569,49,41,8,520,"1,405","1,355",50,,"1,216","1,038",178,922,103,88,15,819,294,252,42,,,"7,642","5,786",269,211,58,"5,517","1,856",372,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.04.04_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/29/2020,"1,078",544,211,149,62,333,534,410,124,196,970,785,185,762,307,196,111,455,208,174,34,218,8,"6,580","4,942",,,,,"1,638",,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.03.30_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/30/2020,"1,157",597,215,140,75,382,560,436,124,214,969,786,183,732,315,180,135,417,237,197,40,176,24,"6,602","4,694",,,,,"1,908",,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.03.31_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/31/2020,"1,166",610,219,163,56,391,556,432,124,206,975,792,183,740,328,213,115,412,235,197,38,167,24,"6,556","4,587",,,,,"1,969",,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.03.32_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
04/01/2020,"1,210",603,246,187,59,357,607,483,124,270,984,801,183,758,386,243,143,372,226,176,50,222,26,"6,556","4,661",,,,,"1,895",,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.04.02_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
04/02/2020,"1,206",611,279,200,79,332,595,471,124,266,979,799,180,764,382,265,117,382,215,167,48,240,33,"6,544","4,465",693,,,"3,772","2,079","1,075",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.04.03_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
04/03/2020,"1,300",649,275,196,79,374,651,527,124,236,979,799,180,749,373,264,109,376,230,188,42,144,30,"6,543","4,490",791,,,"3,699","2,053","1,164",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.04.04_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
04/04/2020,"1,230",662,312,224,88,350,568,518,50,247,979,799,180,699,426,272,154,273,280,210,70,175,34,"6,523","4,520",788,,,"3,732","2,003","1,214",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.04.05_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
04/05/2020,"1,259",656,303,223,80,353,603,553,50,226,979,799,180,681,409,283,126,272,298,229,69,167,24,"6,523","4,484",850,,,"3,634","2,039","1,259",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.04.06_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
04/06/2020,"1,237",639,323,233,90,316,598,548,50,237,"1,010",830,180,774,426,314,112,348,236,180,56,218,35,"6,617","4,559",889,,,"3,670","2,058","1,315",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.04.07_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
04/07/2020,"1,250",637,326,252,74,311,613,563,50,237,"1,057",877,180,795,421,319,102,374,262,207,55,201,24,"6,918","5,041",905,,,"4,136","1,877","1,326",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.04.08_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
04/08/2020,"1,269",645,306,245,61,339,624,574,50,260,"1,062",882,180,800,449,333,116,351,262,216,46,162,28,"7,214","5,297",967,,,"4,330","1,917","1,416",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.04.09_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/01/2021,"1,980",562,54,49,5,508,"1,418","1,368",50,,"1,143",965,178,775,102,82,20,673,368,328,40,,,"7,652","5,706",227,145,82,"5,479","1,946",329,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.02_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/02/2021,"1,979",579,82,76,6,497,"1,400","1,350",50,,"1,220","1,042",178,883,82,68,14,801,337,276,61,,,"7,651","5,977",242,161,81,"5,735","1,674",324,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.03_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/03/2021,"1,977",522,82,76,6,440,"1,455","1,405",50,,"1,222","1,044",178,865,82,68,14,783,357,303,54,,,"7,650","5,863",235,157,78,"5,628","1,787",317,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.04_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/04/2021,"1,977",548,46,43,3,502,"1,429","1,379",50,,"1,222","1,044",178,928,77,65,12,851,294,268,26,,,"7,675","5,844",238,163,75,"5,606","1,831",315,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.05_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/05/2021,"1,977",577,45,43,2,532,"1,400","1,350",50,,"1,223","1,045",178,924,78,64,14,846,299,261,38,,,"7,681","5,954",245,164,81,"5,709","1,727",323,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.06_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/06/2021,"1,977",609,47,41,6,562,"1,368","1,318",50,,"1,223","1,045",178,916,92,69,23,824,307,269,38,,,"7,667","5,987",237,152,85,"5,750","1,680",329,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.07_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/07/2021,"1,918",508,49,40,9,459,"1,410","1,360",50,,"1,222","1,044",178,900,105,74,31,795,322,278,44,,,"7,663","5,663",238,154,84,"5,425","2,000",343,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.08_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/16/2021,"1,969",558,33,29,4,525,"1,411","1,361",50,,"1,213","1,035",178,905,76,60,16,829,308,246,62,,,"7,650","5,913",229,134,95,"5,684","1,737",305,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.17_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/21/2021,"1,974",555,31,28,3,524,"1,419","1,369",50,,"1,218","1,040",178,876,66,48,18,810,342,296,46,,,"7,655","5,822",222,149,73,"5,600","1,833",288,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.22_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/22/2021,"1,985",562,39,34,5,523,"1,423","1,373",50,,"1,216","1,038",178,918,85,69,16,833,298,237,61,,,"7,671","5,872",252,165,87,"5,620","1,799",337,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.23_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/23/2021,"1,973",610,40,35,5,570,"1,363","1,313",50,,"1,218","1,040",178,919,87,70,17,832,299,261,38,,,"7,673","5,978",248,155,93,"5,730","1,695",335,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.24_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/23/2020,"1,043",425,76,38,38,349,618,494,124,,966,781,185,630,139,55,84,491,336,275,61,,,"6,529","4,687",,,,,"1,842",,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.03.24_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/24/2020,"1,043",461,102,52,50,359,582,458,124,,966,781,185,674,159,60,99,515,292,230,62,,,"6,538","4,702",,,,,"1,836",,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.03.25_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/25/2020,"1,048",476,133,79,54,343,572,448,124,203,966,781,185,667,192,89,103,475,299,256,43,197,30,"6,548","4,224",,,,,"2,324",,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.03.26_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/26/2020,"1,053",422,127,88,39,295,631,507,124,231,970,785,185,724,250,143,107,474,246,209,37,121,36,"6,548","4,698",,,,,"1,850",,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.03.27_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/27/2020,"1,042",479,170,108,62,309,563,439,124,235,970,785,185,725,252,140,112,473,245,201,44,152,35,"6,564","4,578",,,,,"1,986",,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.03.28_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/28/2020,"1,053",495,180,121,59,315,558,434,124,213,970,785,185,743,272,156,116,471,227,191,36,183,17,"6,580","4,796",,,,,"1,784",,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.03.29_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/24/2021,"1,981",627,37,33,4,590,"1,354","1,304",50,,"1,216","1,038",178,931,93,70,23,838,285,256,29,,,"7,670","6,037",233,164,69,"5,804","1,633",326,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.25_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/25/2021,"1,981",617,39,28,11,578,"1,364","1,314",50,,"1,217","1,039",178,935,86,64,22,849,282,247,35,,,"7,680","6,081",269,183,86,"5,812","1,599",355,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.26_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/26/2021,"1,971",591,33,28,5,558,"1,380","1,330",50,,"1,218","1,040",178,923,82,68,14,841,295,240,55,,,"7,653","6,053",259,190,69,"5,794","1,600",341,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.27_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/28/2021,"1,974",594,33,31,2,561,"1,380","1,330",50,,"1,218","1,040",178,932,79,73,6,853,286,251,35,,,"7,666","5,845",247,181,66,"5,598","1,821",326,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.29_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/29/2021,"1,964",572,35,29,6,537,"1,392","1,342",50,,"1,215","1,037",178,909,87,75,12,822,306,251,55,,,"7,624","5,867",239,182,57,"5,628","1,757",326,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.30_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/30/2021,"1,966",593,38,32,6,555,"1,373","1,323",50,,"1,216","1,038",178,942,97,91,6,845,274,226,48,,,"7,652","6,108",266,185,81,"5,842","1,544",363,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.31_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/31/2021,"1,964",573,36,30,6,537,"1,391","1,341",50,,"1,217","1,039",178,950,96,83,13,854,267,220,47,,,"7,668","5,972",264,191,73,"5,708","1,696",360,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.32_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
04/01/2021,"1,974",632,42,36,6,590,"1,342","1,292",50,,"1,217","1,039",178,929,96,87,9,833,288,243,45,,,"7,661","5,833",273,196,77,"5,560","1,828",369,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.04.02_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
04/02/2021,"1,974",587,42,41,1,545,"1,387","1,337",50,,"1,216","1,038",178,925,100,88,12,825,291,243,48,,,"7,391","5,674",250,198,52,"5,424","1,717",350,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.04.03_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
04/04/2021,"1,976",568,49,39,10,519,"1,408","1,358",50,,"1,216","1,038",178,898,109,92,17,789,318,273,45,,,"7,619","5,788",281,209,72,"5,507","1,831",390,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.04.05_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
04/05/2021,"1,977",572,44,39,5,528,"1,405","1,355",50,,"1,216","1,038",178,905,101,91,10,804,311,271,40,,,"7,637","5,729",293,211,82,"5,436","1,908",394,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.04.06_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
04/06/2021,"1,959",581,48,41,7,533,"1,378","1,328",50,,"1,216","1,038",178,933,104,90,14,829,283,248,35,,,"7,642","5,981",326,243,83,"5,655","1,661",430,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.04.07_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/08/2021,"1,977",595,48,41,7,547,"1,382","1,332",50,,"1,220","1,042",178,889,88,66,22,801,331,272,59,,,"7,674","5,669",227,151,76,"5,442","2,005",315,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.09_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/09/2021,"1,977",584,43,39,4,541,"1,393","1,343",50,,"1,220","1,042",178,927,77,62,15,850,293,238,55,,,"7,654","5,907",240,163,77,"5,667","1,747",317,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.10_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/10/2021,"1,977",586,39,37,2,547,"1,391","1,341",50,,"1,220","1,042",178,933,75,66,9,858,287,239,48,,,"7,663","5,841",235,156,79,"5,606","1,822",310,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.11_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/11/2021,"1,979",582,34,32,2,548,"1,397","1,347",50,,"1,226","1,048",178,947,72,58,14,875,279,220,59,,,"7,669","5,991",228,156,72,"5,763","1,678",300,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.12_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/12/2021,"1,979",557,33,29,4,524,"1,422","1,372",50,,"1,216","1,038",178,928,70,58,12,858,288,227,61,,,"7,651","6,090",220,141,79,"5,870","1,561",290,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.13_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/13/2021,"1,970",590,39,31,8,551,"1,380","1,330",50,,"1,222","1,044",178,916,71,54,17,845,306,248,58,,,"7,666","5,959",230,144,86,"5,729","1,707",301,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.14_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/14/2021,"1,971",600,41,35,6,559,"1,371","1,321",50,,"1,215","1,037",178,854,63,50,13,791,361,295,66,,,"7,685","5,733",238,141,97,"5,495","1,952",301,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.15_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/15/2021,"1,970",582,39,35,4,543,"1,388","1,338",50,,"1,213","1,035",178,878,70,57,13,808,335,286,49,,,"7,632","5,656",224,143,81,"5,432","1,976",294,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.16_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/19/2020,960,388,13,4,9,375,572,448,124,,971,786,185,756,69,26,43,687,215,170,45,,,"6,516","5,000",,,,,"1,516",,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.03.20_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/20/2020,995,388,50,26,24,338,607,483,124,,971,786,185,715,105,41,64,610,256,215,41,,,"6,518","4,976",,,,,"1,542",,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.03.21_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/21/2020,997,416,41,24,17,375,581,457,124,,971,786,185,692,121,35,86,571,279,233,46,,,"6,518","4,548",,,,,"1,970",,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.03.22_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/22/2020,"1,014",444,62,31,31,382,570,446,124,,966,781,185,730,128,39,89,602,236,194,42,,,"6,529","4,578",,,,,"1,951",,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.03.23_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
02/22/2021,"1,979",526,64,58,6,462,"1,453","1,403",50,,"1,142",964,178,783,106,93,13,677,359,290,69,,,"7,635","5,650",290,195,95,"5,360","1,985",396,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.02.23_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
02/23/2021,"1,977",594,57,56,1,537,"1,383","1,333",50,,"1,142",964,178,840,87,81,6,753,302,244,58,,,"7,646","5,834",292,202,90,"5,542","1,812",379,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.02.24_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
02/24/2021,"1,980",580,52,49,3,528,"1,400","1,350",50,,"1,141",963,178,831,99,86,13,732,310,257,53,,,"7,643","5,921",265,187,78,"5,656","1,722",364,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.02.25_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
